amount,duration,payments,min_amount,max_amount,avg_amount,min_balance,max_balance,avg_balance,credit,withdrawal,min_credit_amount,max_credit_amount,avg_credit_amount,min_withdrawal_amount,max_withdrawal_amount,avg_withdrawal_amount,members,last_balance,gender,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate '95 ,unemploymant rate '96 ,no. of enterpreneurs per 1000 inhabitants ,no. of commited crimes '95 ,no. of commited crimes '96 ,Prague,central Bohemia,east Bohemia,north Bohemia,north Moravia,south Bohemia,south Moravia,west Bohemia,number_of_cards,owner_age,loan_year,loan_month,loan_day,amount_moth,can_pay,status
192744,36,5354,8.8,47700.0,7643.909210526313,700.0,121508.1,37265.65526315789,33,43,8.8,41064.0,9241.760606060605,14.6,47700.0,6417.6511627906975,2,29019.1,1,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,0,0,0,0,0,0,1,0,0.0,23,1994,10,3,38729.139999999985,1,0
89340,60,1489,14.6,17313.0,4662.4681818181825,500.0,54020.1,39644.76363636365,20,24,31.8,17313.0,6166.780000000001,14.6,8200.0,3408.875,2,41522.6,1,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,0,0,0,0,0,0,1,0,0.0,24,1996,8,2,25643.575000000004,1,0
89340,60,1489,14.6,17313.0,4646.670454545455,500.0,54628.1,40005.48181818184,20,24,31.8,17313.0,6167.025000000001,14.6,8200.0,3379.7083333333335,2,42227.6,1,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,0,0,0,0,0,0,1,0,0.0,24,1996,8,2,25556.6875,1,0
54396,36,1511,14.6,11244.0,3853.8260869565224,800.0,42308.8,30293.708695652185,14,9,27.8,11244.0,4458.814285714286,14.6,5400.0,2912.733333333333,1,36208.8,0,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,0,0,0,0,0,0,1,0,0.0,57,1996,9,28,17727.600000000002,1,0
143904,24,5996,6.7,60500.0,9194.261151079138,700.0,134571.2,49727.45611510793,47,92,6.7,46108.0,14003.602127659575,14.6,60500.0,6737.315217391302,1,38336.2,0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,0,0,1,0,0,0,0,0,0.0,43,1994,7,23,79875.14375,1,0
141240,24,5885,14.6,52968.0,9343.385294117643,1000.0,107784.1,57219.574509803846,27,75,105.9,52968.0,18498.09259259259,14.6,43500.0,6047.6906666666655,1,45871.6,0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,0,0,1,0,0,0,0,0,0.0,32,1994,9,30,79418.77499999997,1,0
135360,48,2820,14.6,48633.0,14958.594805194805,200.0,146479.5,64881.31428571429,32,45,65.4,48633.0,18854.3875,14.6,46400.0,12188.25333333333,1,54868.9,0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,0,0,1,0,0,0,0,0,1.0,20,1996,1,1,104710.16363636364,1,0
299088,36,8308,14.6,59400.0,12746.586507936514,500.0,193909.9,51992.854761904746,46,80,46.2,47189.0,17668.680434782607,14.6,59400.0,9916.382499999996,1,19448.5,1,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,0,0,0,0,1,0,0,0,0.0,27,1994,7,30,123543.83846153853,1,1
129408,24,5392,14.6,24212.0,4550.302803738317,1000.0,56055.6,30869.78130841124,29,78,50.1,24212.0,8811.758620689656,14.6,16100.0,2965.9153846153854,1,24199.5,1,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,0,0,0,0,1,0,0,0,0.0,34,1996,12,27,37452.49230769231,1,0
82896,12,6908,14.6,62168.0,10765.97777777778,900.0,107680.9,57141.73095238091,34,92,130.5,62168.0,20655.87058823529,14.6,38600.0,7111.017391304345,2,48086.0,0,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,0,0,1,0,0,0,0,0,1.0,22,1994,9,2,90434.21333333335,1,0
63360,60,1056,14.6,12138.0,3181.7697478991595,700.0,40733.8,29108.363865546195,49,70,51.7,12138.0,4125.163265306122,14.6,7300.0,2521.3942857142865,2,25635.0,0,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,0,0,1,0,0,0,0,0,0.0,39,1995,6,6,18931.53,1,0
41904,12,3492,0.8,51700.0,6720.900699300696,900.0,129123.0,36080.386713286716,63,80,0.8,48546.0,7938.838095238093,14.6,51700.0,5761.774999999998,1,39204.7,0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,20,1994,9,19,50583.621052631555,1,0
36684,12,3057,8.3,24480.0,4768.643199999998,700.0,50774.2,30229.797600000005,50,75,8.3,18552.0,6311.736,14.6,24480.0,3739.914666666668,1,35093.0,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,16,1994,12,20,29804.019999999982,1,0
134784,24,5616,12.2,58800.0,9329.634545454544,900.0,112839.2,44005.11272727274,30,25,12.2,43785.0,8822.476666666666,14.6,58800.0,9938.224000000002,1,16218.7,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,54,1995,3,19,57014.43333333332,1,0
89880,24,3745,26.2,47100.0,13517.224137931033,800.0,116004.2,62571.28275862068,13,16,26.2,46981.0,16579.961538461535,30.0,47100.0,11028.75,1,39079.5,0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,32,1996,1,19,97999.87499999999,1,0
100224,48,2088,26.5,18792.0,4932.616666666667,700.0,46487.1,28124.93333333333,15,3,26.5,18792.0,4005.806666666667,6600.0,15100.0,9566.666666666666,1,31387.1,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,39,1996,3,26,29595.7,1,1
49440,60,824,4.0,30378.0,5547.669999999998,300.0,74419.8,47798.86545454537,31,79,28.7,30378.0,10568.796774193546,4.0,20000.0,3577.3544303797466,1,45021.6,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,29,1996,4,29,43588.835714285706,1,0
123600,60,2060,14.6,47109.0,9121.306122448976,300.0,105255.7,39514.6775510204,20,29,14.8,47109.0,11561.24,14.6,43300.0,7438.593103448277,2,15505.6,0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,28,1996,5,6,49660.44444444442,1,0
86184,12,7182,14.6,64642.0,16523.60238095238,300.0,128146.0,59935.271428571425,16,26,105.0,64642.0,23035.90625,14.6,50500.0,12516.030769230769,1,43157.5,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,55,1996,10,29,99141.61428571427,1,0
86184,12,7182,14.6,64642.0,16607.014285714282,300.0,128146.0,60273.67857142853,16,26,105.0,64642.0,23036.112499999996,14.6,50500.0,12650.646153846154,1,39660.8,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,55,1996,10,29,99642.0857142857,1,0
45024,48,938,14.6,31636.5,7779.815384615385,800.0,63659.3,41994.90769230771,20,19,41.0,31636.5,8544.929999999998,14.6,22100.0,6974.431578947369,1,38384.3,1,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,0,0,0,0,1,0,0,0,0.0,39,1996,12,21,50568.799999999996,1,0
17508,12,1459,14.6,17580.0,4842.7652777777785,900.0,54432.3,39290.618055555555,31,41,36.7,17580.0,6398.487096774194,14.6,13300.0,3666.4878048780497,1,48027.0,0,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,0,1,0,0,0,0,0,0,0.0,48,1994,10,25,24905.65,1,0
74124,36,2059,30.0,49816.0,9023.625409836066,400.0,159765.9,54371.29918032791,39,83,60.9,49816.0,14442.828205128204,30.0,43200.0,6477.253012048192,1,25658.0,1,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,0,1,0,0,0,0,0,0,0.0,57,1996,9,19,64757.782352941176,1,0
392460,60,6541,14.6,58870.0,12882.523076923082,900.0,115913.4,57131.74055944061,46,97,43.2,58870.0,20602.673913043476,14.6,35300.0,9221.420618556696,2,53245.1,1,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,0,1,0,0,0,0,0,0,0.0,15,1996,10,2,83736.40000000004,1,0
98184,24,4091,74.1,24545.0,9311.157142857142,500.0,68956.1,41660.392857142855,11,3,74.1,24545.0,9059.654545454545,1400.0,18200.0,10233.333333333334,1,68956.1,1,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,0,0,0,0,0,0,1,0,0.0,49,1994,10,28,43452.066666666666,1,0
99696,48,2077,0.4,55900.0,11716.779629629631,-974.6,127684.9,46341.29351851856,45,63,61.8,49327.0,14426.435555555556,0.4,55900.0,9781.311111111108,1,32966.8,1,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,0,0,0,0,0,0,1,0,0.0,23,1995,3,16,63270.61000000001,1,1
244368,48,5091,100.0,57200.0,17859.127083333333,200.0,143453.3,75924.2409722223,64,80,200.0,49769.0,20764.9109375,100.0,57200.0,15534.5,1,86194.1,0,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,0,0,0,0,0,0,1,0,0.0,25,1995,11,22,171447.62,1,0
113544,36,3154,14.6,28386.0,6453.483098591549,700.0,68048.1,33990.419718309866,26,45,29.2,28386.0,9068.926923076924,14.6,20900.0,4942.337777777779,1,13386.8,0,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,0,0,0,0,0,0,1,0,0.0,53,1996,2,13,41654.299999999996,1,0
200976,48,4187,14.6,37686.0,11032.88857142857,600.0,83553.5,47938.06571428571,17,18,60.7,37686.0,12752.429411764706,14.6,26600.0,9408.87777777778,1,47431.4,0,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,0,0,0,0,0,0,1,0,0.0,41,1996,4,15,55164.44285714284,1,0
192552,24,8023,10.2,23844.0,5774.419607843138,800.0,49563.0,23979.01176470588,26,25,10.2,23844.0,6090.784615384614,30.0,18000.0,5445.4,1,22225.5,1,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,0,0,0,0,0,1,0,0,0.0,30,1994,11,12,21035.385714285716,1,1
266220,60,4437,14.6,33190.0,5581.281249999997,900.0,66744.4,34922.881249999984,53,91,83.4,33190.0,7942.118867924531,14.6,23840.0,4206.2879120879115,1,38159.6,1,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,0,0,0,0,0,1,0,0,0.0,30,1995,10,14,47276.73529411763,1,0
128988,36,3583,0.1,42530.0,7562.665853658536,-36.1,78192.9,34740.702439024375,35,47,1.5,42530.0,8997.414285714287,0.1,27600.0,6494.2361702127655,1,9680.2,0,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,0,0,0,0,0,1,0,0,0.0,56,1996,2,3,36478.74117647059,1,1
220620,60,3677,14.6,33096.0,6331.021874999999,1100.0,70272.7,36907.456249999996,54,74,96.5,33096.0,7748.148148148148,14.6,20500.0,5296.902702702701,1,26332.6,1,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,0,0,0,0,0,1,0,0,0.0,52,1996,5,6,50648.174999999996,1,0
51408,24,2142,14.6,57700.0,13410.820312499998,900.0,137087.2,52299.285937499975,31,33,43.8,49907.0,14636.958064516128,14.6,57700.0,12258.993939393937,1,49198.8,0,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,0,0,0,0,0,0,0,1,0.0,45,1994,12,8,71524.37499999999,1,0
347952,48,7249,14.6,54600.0,13441.428333333335,300.0,123013.2,54157.19416666667,50,70,111.1,49271.0,16705.18,14.6,54600.0,11110.17714285714,1,57546.3,1,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,0,0,0,0,0,0,0,1,0.0,30,1995,1,16,76808.16190476192,1,0
417060,60,6951,14.6,52700.0,10583.993243243243,200.0,127508.6,58445.027027027056,41,33,67.8,43656.0,10538.953658536588,14.6,52700.0,10639.951515151515,2,80621.0,1,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,0,0,0,0,0,0,0,1,0.0,33,1995,6,1,43511.97222222222,1,0
222180,60,3703,14.6,52600.0,11725.494915254236,800.0,130659.1,55230.44406779658,28,31,103.2,44352.0,13417.557142857142,14.6,52600.0,10197.18064516129,1,59578.8,0,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,0,0,0,0,0,0,0,1,0.0,57,1996,12,15,57650.35,1,1
68112,12,5676,14.6,57164.0,9898.475510204082,300.0,111588.8,47220.13401360543,37,110,113.6,57164.0,20195.84054054054,14.6,42100.0,6434.8163636363615,1,39416.1,1,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,0,0,0,1,0,0,0,0,0.0,17,1995,1,18,85592.70000000001,1,0
95808,12,7984,14.6,57700.0,16058.694444444449,900.0,122452.2,59701.78666666667,40,50,109.8,49008.0,18972.2875,14.6,57700.0,13727.819999999998,1,72500.4,0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,0,0,1,0,0,0,0,0,0.0,54,1995,1,30,103234.46428571432,1,0
41952,12,3496,14.6,31462.0,5890.407619047617,500.0,71527.0,41502.025714285715,31,74,71.6,31462.0,10373.63870967742,14.6,25400.0,4012.2972972972975,1,24672.8,0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,0,0,1,0,0,0,0,0,0.0,22,1995,11,2,47576.36923076922,1,0
32640,48,680,14.6,20700.0,2772.7598130841125,300.0,43206.0,25906.4093457944,39,68,20.7,11200.0,4044.684615384616,14.6,20700.0,2043.2735294117651,1,18800.0,0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,0,0,1,0,0,0,0,0,0.0,53,1996,7,18,19779.020000000004,1,0
359760,60,5996,14.6,51700.0,8082.339583333332,900.0,127807.6,32434.693750000006,25,23,21.9,37346.0,8558.236,14.6,51700.0,7565.060869565218,1,39959.4,0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,0,0,1,0,0,0,0,0,0.0,17,1996,11,15,25863.48666666666,1,0
43164,12,3597,14.6,57680.0,14188.256521739127,800.0,120071.4,68377.06376811591,26,43,111.0,57680.0,19429.611538461537,14.6,43700.0,11019.065116279067,1,31349.9,1,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,0,0,0,0,0,0,1,0,0.0,19,1995,2,6,88999.06363636361,1,0
225420,60,3757,14.6,20727.0,5452.343137254903,200.0,53271.6,31185.156862745098,22,29,43.4,20727.0,7056.204545454547,14.6,14800.0,4235.620689655173,1,32403.4,1,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,0,0,0,0,0,0,1,0,0.0,46,1995,4,25,30896.611111111117,1,0
139536,24,5814,12.2,53200.0,14454.311515151518,800.0,151546.9,63889.87393939401,67,98,12.2,49193.0,18070.40597014925,14.6,53200.0,11982.083673469388,1,36472.9,1,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,0,0,0,0,0,0,1,0,0.0,53,1995,6,13,132497.85555555558,1,0
54024,12,4502,14.6,40521.0,8708.722448979594,1000.0,81705.8,36480.18503401359,45,102,67.3,40521.0,14509.60888888889,14.6,30100.0,6149.507843137252,1,25682.6,0,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,0,0,0,0,0,0,1,0,1.0,28,1996,8,6,60961.05714285715,1,0
79920,60,1332,14.6,36634.5,7707.4063157894725,700.0,74199.5,43846.97789473684,29,66,24.3,36634.5,13163.365517241378,14.6,24300.0,5310.090909090909,1,31271.6,0,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,0,0,0,0,0,0,0,1,0.0,41,1995,2,12,52300.25714285713,1,0
29784,24,1241,59.4,17241.0,6943.350000000001,200.0,49220.3,27626.08333333333,9,3,59.4,17241.0,6735.5777777777785,3300.0,11300.0,7566.666666666667,2,37920.3,1,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,0,0,0,0,0,0,0,1,0.0,25,1995,6,13,20830.050000000003,1,0
249312,48,5194,30.0,47112.0,9995.911666666665,900.0,88597.4,35914.85499999999,30,30,45.7,47112.0,10919.69,30.0,32100.0,9072.133333333333,1,55426.5,0,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,0,0,0,0,0,0,0,1,0.0,40,1996,4,21,42839.62142857142,1,0
28248,24,1177,14.6,30055.5,8111.6808510638275,400.0,69893.0,45582.44893617021,38,56,26.9,30055.5,10476.673684210524,14.6,23400.0,6506.864285714284,1,33729.1,1,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,0,0,1,0,0,0,0,0,0.0,25,1995,3,4,42360.999999999985,1,0
126600,24,5275,14.6,47472.0,11683.987878787882,400.0,94043.3,47118.99318181818,46,86,62.3,47472.0,17293.55652173913,14.6,32400.0,8683.520930232555,1,48720.6,0,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,0,0,1,0,0,0,0,0,0.0,56,1995,4,13,70103.92727272729,1,0
213300,36,5925,14.6,13600.0,3730.2016949152553,400.0,42443.7,27951.913559322016,27,32,43.4,13600.0,4581.6407407407405,14.6,8160.0,3011.8,1,27326.7,0,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,0,0,1,0,0,0,0,0,0.0,31,1996,3,4,22008.190000000006,1,0
174048,48,3626,14.6,49461.0,13503.12608695652,600.0,127067.6,72968.3811594203,38,31,146.2,49461.0,12971.792105263157,14.6,46800.0,14154.438709677419,1,54140.4,1,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,0,0,1,0,0,0,0,0,0.0,44,1996,9,19,84701.42727272726,1,0
331560,60,5526,14.6,33276.0,7321.519327731091,900.0,71924.6,36941.99831932773,40,79,36.3,33276.0,11490.66,14.6,24700.0,5210.562025316454,2,47992.1,0,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,0,1,0,0,0,0,0,0,0.0,14,1995,3,15,48403.377777777765,1,0
107640,24,4485,14.6,53613.0,17488.552173913045,600.0,107783.7,50214.50434782608,12,11,69.6,53613.0,19481.758333333335,14.6,46900.0,15314.145454545454,1,65325.4,1,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,0,1,0,0,0,0,0,0,0.0,35,1995,8,11,80447.34,1,0
85860,60,1431,5.0,16713.0,3377.427083333332,1000.0,44713.5,30461.404166666678,47,49,5.0,16713.0,3868.0851063829787,14.6,10300.0,2906.7959183673483,1,39220.2,1,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,0,1,0,0,0,0,0,0,0.0,39,1995,9,3,23159.499999999993,1,0
103680,60,1728,14.6,14422.5,3896.3825688073384,500.0,46520.1,28250.10917431192,44,65,26.2,14422.5,5169.697727272727,14.6,13920.0,3034.4461538461546,1,30227.6,0,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,0,0,1,0,0,0,0,0,0.0,23,1995,3,16,22352.931578947362,1,1
98832,48,2059,14.6,23282.0,4382.094350282484,500.0,63095.4,31814.268361581904,50,127,38.1,23282.0,8028.005999999999,14.6,22240.0,2946.6960629921255,1,27169.8,1,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,0,0,1,0,0,0,0,0,0.0,25,1996,1,3,35255.940909090896,1,0
185952,48,3874,68.7,57400.0,12283.385294117646,700.0,145318.2,50113.19411764706,20,14,68.7,46725.0,12500.505,1800.0,57400.0,11973.214285714286,1,82385.2,0,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,0,0,0,1,0,0,0,0,0.0,50,1995,3,29,34802.924999999996,1,0
21852,36,607,14.6,27736.5,9232.249999999998,700.0,60863.2,38509.05,12,6,27.8,27736.5,8711.658333333333,14.6,18100.0,10273.433333333332,1,42899.4,0,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,0,0,0,1,0,0,0,0,0.0,40,1995,10,8,33236.09999999999,1,0
156672,36,4352,11.2,10380.0,3313.364,500.0,41876.9,22927.502666666693,37,38,11.2,10380.0,3672.6189189189195,14.6,9000.0,2963.5631578947373,1,23271.5,1,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,0,0,0,0,0,0,0,1,0.0,38,1995,4,1,19115.56153846154,1,0
248148,36,6893,14.6,28960.0,5453.364999999996,600.0,67486.0,36063.78833333336,37,83,86.7,28362.0,9398.816216216215,14.6,28960.0,3694.549397590361,1,41108.6,1,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,0,0,0,0,0,0,0,1,0.0,54,1995,4,28,40900.237499999974,1,0
30060,60,501,14.6,29412.0,4858.978494623655,500.0,69382.9,37213.407526881754,45,141,50.3,29412.0,10581.039999999999,14.6,20000.0,3032.788652482269,1,48523.3,0,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,0,0,0,0,0,0,0,1,1.0,44,1996,6,15,43036.66666666666,1,0
36396,12,3033,30.0,51700.0,11730.83987341772,800.0,125887.5,57977.03481012657,56,102,92.8,48143.0,16954.94107142857,30.0,51700.0,8862.70588235294,1,45480.6,0,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,0,0,0,0,1,0,0,0,0.0,23,1995,5,8,84248.7590909091,1,0
265320,36,7370,14.6,26409.0,5332.347972972972,700.0,61993.3,35566.88108108107,64,84,33.6,26409.0,6441.2328125,14.6,17700.0,4487.483333333333,2,35289.8,1,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,0,0,1,0,0,0,0,0,0.0,46,1995,6,23,39459.374999999985,1,0
165120,60,2752,14.6,11210.0,3217.2706896551717,1100.0,37946.3,24377.371551724114,50,66,31.0,11210.0,3959.488,14.6,6300.0,2654.9848484848494,2,22745.4,1,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,0,0,1,0,0,0,0,0,0.0,45,1996,1,12,19642.28421052631,1,0
44088,24,1837,14.6,24304.5,6617.940625,1000.0,55576.8,36548.818750000006,17,15,61.8,24304.5,7533.605882352941,14.6,18000.0,5580.186666666667,1,44368.6,1,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,0,1,0,0,0,0,0,0,0.0,44,1995,8,1,30253.442857142858,1,0
20220,12,1685,14.6,49397.0,9715.854901960784,500.0,122906.7,41077.63529411765,23,28,90.7,49397.0,11452.434782608696,14.6,48100.0,8289.378571428573,1,31303.3,1,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,0,1,0,0,0,0,0,0,0.0,22,1995,8,5,45046.23636363636,1,0
93600,24,3900,14.6,45287.0,7856.4127272727255,900.0,96108.3,40078.70727272725,21,34,52.1,45287.0,10912.823809523808,14.6,42900.0,5968.629411764707,1,26235.8,0,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,0,1,0,0,0,0,0,0,0.0,24,1996,10,20,48011.4111111111,1,0
45336,24,1889,14.6,30436.0,7594.23222222222,800.0,71486.0,48152.953333333375,33,57,16.3,30436.0,10959.40303030303,14.6,19900.0,5645.975438596491,1,39839.5,0,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,0,0,0,0,0,1,0,0,0.0,38,1995,8,29,45565.39333333332,1,0
182040,60,3034,14.6,61557.0,17539.79661016949,600.0,110447.5,67475.90169491527,24,35,67.2,61557.0,22366.575,14.6,53500.0,14230.005714285711,2,38747.5,1,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,0,0,0,0,0,1,0,0,0.0,44,1995,11,18,94077.09090909091,1,0
189696,24,7904,30.0,57600.0,11582.991011235956,700.0,125386.9,54137.10561797752,30,59,152.6,49775.0,18658.64,30.0,57600.0,7985.203389830508,2,88632.1,0,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,0,0,0,0,0,1,0,0,0.0,50,1996,1,1,128860.77500000001,1,0
396120,60,6602,30.0,59415.0,15418.108421052631,500.0,104859.1,58855.27789473691,36,59,79.1,59415.0,21574.03611111111,30.0,37300.0,11661.949152542373,1,88610.1,1,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,0,0,0,0,0,1,0,0,0.0,46,1996,10,16,86160.01764705882,1,0
63252,12,5271,14.6,47436.0,9457.760365853661,13097.7,86343.2,49291.82256097561,48,116,106.4,47436.0,16674.810416666667,14.6,31800.0,6471.394827586204,1,49709.2,1,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,0,1,0,0,0,0,0,0,0.0,46,1996,2,8,70503.30454545456,1,0
154656,48,3222,14.6,28994.0,6653.895505617976,1000.0,61782.0,31791.328089887662,32,57,28.5,28994.0,9834.021875000002,14.6,17585.0,4868.561403508772,1,37180.5,0,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,0,0,0,0,1,0,0,0,0.0,39,1996,3,21,42299.76428571427,1,0
215616,48,4492,6.8,23130.0,5273.670491803279,-3424.6,50124.8,21447.624590163923,30,31,31.1,23130.0,5505.576666666669,6.8,18700.0,5049.245161290322,1,8640.6,0,42821,4,13,5,1,3,48.4,8173,7.01,7.01,124,1358,1358,0,0,0,0,1,0,0,0,0.0,39,1996,4,11,35743.76666666667,1,1
388512,48,8094,2.4,44700.0,7319.423333333334,-2838.8,84743.5,21371.32,54,66,21.7,40855.0,8490.999999999998,2.4,44700.0,6360.860606060606,1,38697.3,1,42821,4,13,5,1,3,48.4,8173,7.01,7.01,124,1358,1358,0,0,0,0,1,0,0,0,0.0,27,1996,8,24,43916.54,1,1
84120,24,3505,30.0,47952.0,14769.1,900.0,89570.9,56910.689473684215,12,7,65.8,47952.0,14356.908333333335,30.0,36300.0,15475.714285714286,1,45528.9,1,42821,4,13,5,1,3,48.4,8173,7.01,7.01,124,1358,1358,0,0,0,0,1,0,0,0,0.0,46,1996,9,22,93537.63333333335,1,0
66480,24,2770,20.0,49631.0,13609.12,900.0,77551.0,34798.28,7,3,20.0,49631.0,12213.028571428571,7600.0,28000.0,16866.666666666668,1,34891.2,0,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,0,0,0,0,1,0,0,0,0.0,60,1996,5,14,34022.8,1,1
139464,36,3874,20.2,36854.0,8131.070967741934,300.0,65062.8,31532.748387096784,19,12,20.2,36854.0,7729.642105263159,400.0,23400.0,8766.666666666666,1,41662.8,0,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,0,0,0,0,1,0,0,0,0.0,38,1996,9,26,21005.266666666663,1,1
284280,60,4738,14.6,56800.0,14790.5,300.0,109361.9,64182.6414893617,36,58,93.6,56756.0,20623.950000000004,14.6,56800.0,11169.73793103448,2,94617.3,1,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,0,0,0,1,0,0,0,0,0.0,37,1996,5,29,81782.76470588235,1,0
155880,24,6495,14.6,60700.0,12237.18309859155,1000.0,164648.6,63263.14718309857,51,91,104.4,49818.0,17472.988235294117,14.6,60700.0,9302.830769230766,2,44564.6,1,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,0,0,0,1,0,0,0,0,0.0,27,1996,7,15,86884.0,1,0
